pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
4mre,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.19,0,14,94,137,209,196,0,8,40,58,83,50,0,12,61,69,76,63,0,0,0,0,2,8,0,3,30,45,58,46,0,1,10,18,23,14,0,5,13,26,19,18,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mrg,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.96,0,17,111,187,263,243,0,10,47,77,109,72,0,24,79,125,140,98,0,0,0,0,5,7,0,3,27,36,65,49,0,2,8,21,16,23,0,5,17,32,25,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mrw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.3,0,27,139,343,462,352,0,1,7,56,112,99,0,5,40,107,151,130,0,1,2,4,5,3,0,2,13,33,49,45,0,0,0,3,16,11,0,1,2,13,12,22,0,0,0,1,0,0,0,5,17,35,46,27,0,1,2,6,7,9,0,1,4,8,13,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,31,59,35,0,0,4,8,11,10,0,4,5,17,10,11,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mrz,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.52,0,19,81,214,280,214,0,2,3,29,75,61,0,2,15,81,100,87,0,1,2,3,0,2,0,10,54,117,159,83,0,2,0,23,35,27,0,3,15,34,50,46,0,0,1,2,0,2,0,7,36,71,98,66,0,0,3,15,22,18,0,2,15,24,33,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4msa,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.3,0,21,108,281,357,264,0,2,4,46,85,75,0,3,38,93,129,108,0,1,1,3,4,3,0,8,54,93,160,108,0,1,5,15,33,32,0,5,8,46,49,44,0,0,2,0,2,0,0,5,38,64,124,74,0,0,8,11,26,20,0,8,11,33,32,21,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4msc,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,0,60,271,639,939,786,0,5,47,126,200,181,0,14,74,130,211,234,0,4,10,4,13,8,0,9,31,74,110,71,0,0,6,14,22,20,0,1,7,19,22,22,0,0,1,1,1,1,0,2,19,25,52,55,0,0,3,5,9,12,0,0,4,5,9,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4msn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.03,0,22,125,328,409,285,0,1,7,39,120,79,0,1,17,87,115,102,0,0,4,4,3,3,0,6,33,69,100,51,0,2,0,11,22,17,0,1,5,15,25,22,0,1,0,1,0,0,0,4,38,52,79,67,0,1,4,9,14,15,0,1,4,13,15,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mss,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.4,0,9,111,306,463,517,0,8,39,81,132,150,0,19,56,116,193,170,0,0,8,6,4,9,0,5,21,75,122,121,0,1,9,24,27,37,0,5,16,30,51,35,0,1,2,0,1,2,0,13,54,151,230,227,0,8,13,39,67,78,0,6,31,55,90,89,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4muf,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.34,0,26,327,720,1226,1303,0,13,108,197,320,341,0,17,126,268,367,309,0,0,9,6,11,3,0,3,22,68,105,156,0,1,11,18,33,38,0,2,10,25,38,30,0,0,0,1,2,1,0,16,80,181,280,344,0,7,23,60,92,90,0,7,35,58,90,86,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,64,60,0,2,3,5,17,26,0,0,9,8,17,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4mul,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.21,0,26,347,745,1231,1419,0,20,110,198,322,351,0,23,127,324,436,419,0,1,6,8,11,4,0,3,23,70,110,168,0,2,10,21,29,36,0,1,10,33,49,36,0,0,0,1,2,1,0,20,71,192,312,389,0,9,26,63,88,90,0,5,43,89,107,107,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,72,70,0,2,3,9,15,22,0,0,9,13,20,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4muv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.76,0,16,160,353,564,531,0,8,41,117,165,147,0,12,64,163,255,214,0,2,10,3,6,6,0,11,70,164,279,211,0,1,18,63,79,62,0,12,31,97,104,104,0,1,3,1,2,4,0,25,126,232,399,342,0,10,44,72,114,83,0,12,44,111,143,155,0,1,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,29,76,43,0,2,7,11,18,9,0,1,7,15,22,23,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4myd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.55,0,9,193,467,688,721,0,9,53,108,184,210,0,27,80,142,210,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,108,249,340,340,0,7,29,63,92,97,0,16,41,67,114,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n07,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,6.46,0,23,154,307,564,595,0,6,34,85,119,128,0,30,79,179,246,212,0,0,0,2,2,9,0,1,39,69,120,120,0,0,10,15,32,26,0,3,17,37,56,37,0,0,0,0,1,1,0,12,38,64,128,102,0,1,8,22,33,18,0,0,12,35,58,44,0,0,0,0,0,0,0,6,10,37,44,46,0,1,7,5,10,7,0,3,6,17,19,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,27,74,46,0,0,3,10,18,12,0,0,7,16,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n5d,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,3.22,0,47,114,162,244,265,0,4,9,58,78,51,0,7,21,76,133,104,0,0,0,0,0,0,0,16,55,75,101,122,0,2,5,22,35,25,0,1,14,31,61,49,0,0,0,0,0,0,0,4,17,20,27,25,0,0,2,7,9,3,0,1,3,14,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n6g,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.47,0,46,118,167,226,231,0,1,11,64,68,51,0,5,25,74,128,91,0,0,0,0,0,0,0,2,24,28,47,56,0,2,1,6,16,14,0,0,6,9,25,22,0,0,0,0,0,0,0,5,15,28,26,17,0,0,2,8,9,2,0,0,2,13,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n6h,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,9.28,0,34,356,780,1499,2081,0,4,35,157,370,447,0,27,115,307,522,497,0,4,9,7,7,23,0,1,21,60,110,163,0,0,2,9,25,41,0,3,12,19,40,38,0,0,1,0,1,1,0,7,36,89,176,240,0,0,4,18,41,46,0,7,15,38,41,68,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n6z,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,7.8,0,27,259,492,845,1056,0,2,23,147,245,253,0,15,72,230,381,371,0,0,0,0,0,0,0,24,116,250,385,486,0,1,14,66,121,115,0,7,37,94,164,177,0,0,0,0,0,0,0,1,21,38,74,76,0,0,1,13,18,21,0,1,1,12,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n7m,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,5.47,0,51,230,309,435,351,0,3,35,72,127,112,0,18,73,188,194,136,0,0,0,1,3,4,0,16,16,44,60,72,0,0,0,18,19,13,0,1,7,29,37,19,0,0,0,0,0,0,0,4,16,28,27,30,0,0,1,9,8,6,0,2,4,18,13,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n7u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.29,0,0,8,53,207,258,0,0,3,29,62,72,0,4,14,23,41,52,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,163,240,253,0,11,31,59,66,59,0,4,21,43,73,79,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,66,82,0,6,10,18,15,19,0,3,5,12,19,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n8q,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.42,0,13,135,205,274,196,0,3,39,86,82,68,0,4,38,70,68,48,0,0,0,2,9,3,0,4,21,28,32,29,0,1,6,12,8,11,0,2,6,10,6,6,0,0,0,0,2,0,0,3,23,49,76,49,0,1,10,15,29,18,0,4,10,13,16,13,0,0,0,0,0,4,0,3,22,27,43,28,0,0,6,14,9,11,0,0,3,11,15,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n9a,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.19,0,11,132,301,504,448,0,0,36,88,137,125,0,4,39,103,151,151,0,2,4,2,5,0,0,0,4,19,32,44,0,0,0,5,12,11,0,0,2,4,13,14,0,0,0,1,0,0,0,0,5,18,53,86,0,1,2,7,10,24,0,1,2,5,17,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,21,43,25,0,2,5,8,10,5,0,2,6,9,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4n9c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.9,0,16,135,278,401,377,0,3,24,81,125,92,0,5,49,117,175,114,0,0,0,0,0,0,0,8,55,112,183,132,0,1,11,39,51,33,0,0,20,48,71,50,0,0,0,0,0,0,0,13,36,72,119,81,0,1,8,25,34,24,0,5,19,29,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4na9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.39,0,24,320,647,1108,1398,0,16,123,199,338,410,0,32,163,290,487,632,0,2,17,35,33,19,0,9,65,117,180,170,0,1,26,29,50,50,0,13,26,50,68,64,0,0,2,7,1,0,0,7,27,49,76,96,0,3,7,20,26,21,0,3,13,25,41,39,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nbk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.87,0,50,264,360,532,435,0,5,58,91,129,117,0,15,101,218,246,211,0,0,0,3,7,3,0,7,43,55,84,71,0,1,8,13,21,21,0,2,11,35,47,34,0,0,0,0,2,0,0,6,20,34,42,41,0,1,4,8,9,12,0,1,6,19,18,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nbl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.33,0,69,273,406,620,550,0,6,53,107,157,148,0,19,114,272,335,298,0,0,0,2,8,3,0,20,61,99,136,152,0,1,9,31,35,36,0,5,21,64,95,82,0,0,0,0,1,1,0,6,19,35,42,40,0,1,4,8,9,10,0,1,5,20,18,27,0,0,0,1,0,0,0,6,16,34,32,28,0,2,4,10,9,3,0,3,8,18,15,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nbn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.36,0,61,340,511,787,689,0,10,76,132,187,182,0,17,132,278,304,302,0,0,0,4,14,4,0,12,93,113,158,162,0,2,16,27,39,48,0,1,22,60,86,74,0,0,0,0,3,3,0,13,39,72,88,74,0,2,10,14,20,20,0,2,11,36,30,38,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ncn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.67,0,23,136,230,381,492,0,11,54,83,115,141,0,13,69,156,200,224,0,0,0,0,2,4,0,19,78,116,177,218,0,6,31,41,56,57,0,9,27,85,87,104,0,0,0,0,3,2,0,59,223,424,621,686,0,29,74,118,207,231,0,32,126,215,284,309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,94,158,151,0,8,17,32,45,55,0,4,31,50,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
