pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
4qjp,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,103.24,1811.6,10.781,44.272,2.0512,8,3169,893,1052,0,388,101,121,0,724,204,234,0,567,160,180,0,0,0,0,0,376,112,118,0,0,0,0,0,0,0,0,0,0,0,0,0
4qjw,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,98.744,1540.2,7.4448,18.74,3.8334,7,2473,692,808,11,379,109,117,2,849,234,268,4,586,165,171,3,0,0,0,0,374,102,115,2,0,0,0,0,0,0,0,0,0,0,0,0
4qjx,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.28,80.826,1561.2,6.9776,30.378,2,7,2414,655,755,0,377,106,114,0,827,224,252,0,588,156,172,0,0,0,0,0,378,99,105,0,0,0,0,0,0,0,0,0,0,0,0,0
4ql1,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.03,142.08,2041,5.0234,70.551,0.83562,8,3961,872,1695,58,778,171,332,13,299,68,133,2,453,110,207,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qlk,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.24,196.81,2787.3,16.756,0,11.894,10,4200,1073,1761,11,0,0,0,0,3544,895,1483,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qll,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.38,196.73,2788.2,17.672,0,11.289,10,4154,1054,1802,10,0,0,0,0,3507,878,1508,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qnb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.59,130.56,1829.1,3.3459,69.156,2.4238,8,4090,1141,1657,35,453,128,188,3,288,80,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qp2,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.03,37.008,712.65,1.4043,15.36,2.0854,0,985,249,383,21,266,70,104,5,138,37,55,3,0,0,0,0,0,0,0,0,0,0,0,0,118,30,48,3,0,0,0,0,0,0,0,0
4qpd,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.82,114.95,1582.7,4.5938,22.132,4.4695,8,2335,576,914,34,1001,255,368,13,463,125,208,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qpl,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.41,153.57,1759.2,11.275,0,10.085,9,2417,669,715,7,917,237,263,5,1838,552,573,4,0,0,0,0,227,73,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qrh,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.15,209.86,2271.8,18.593,0,17.421,12,1809,472,767,5,955,229,375,2,2425,690,1245,1,0,0,0,0,571,165,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qsu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,28.393,523.95,1.2579,9.3798,1.3867,0,626,146,283,3,231,58,105,0,223,52,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qsv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,40.133,829.03,3.4055,11.959,1.4611,2,1191,290,528,4,253,70,108,0,529,133,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qtl,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.92,98.854,1486.7,9.7006,19.845,1.855,7,2459,674,714,10,385,101,108,2,844,230,251,5,572,152,162,3,0,0,0,0,387,111,110,2,0,0,0,0,0,0,0,0,0,0,0,0
4qxo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.51,92.256,1366.8,3.5933,32.276,3.1044,1,3214,711,931,0,0,0,0,0,738,165,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qxq,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,87.81,1313.8,3.5004,36.602,2.9071,1,3188,715,801,0,0,0,0,0,742,166,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qxr,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,84.53,1319.3,4.5126,35.923,2.9165,1,3247,722,771,0,0,0,0,0,775,171,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qy3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.82,79.422,971.92,2.9541,26.4,1.3975,3,1604,494,679,14,0,0,0,0,363,112,152,2,0,0,0,0,0,0,0,0,121,38,51,1,0,0,0,0,0,0,0,0,0,0,0,0
4qyy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,149.86,1987.7,4.4177,55.212,2,8,3836,991,1221,46,682,169,209,8,599,154,199,7,0,0,0,0,0,0,0,0,0,0,0,0,142,40,49,3,0,0,0,0,0,0,0,0
4r06,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.29,114.35,1919.4,5.7349,77.696,2,6,4971,1081,1119,103,377,83,91,8,485,113,120,11,0,0,0,0,0,0,0,0,157,38,43,4,0,0,0,0,0,0,0,0,0,0,0,0
4r0a,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.26,103.2,1112.1,4.7131,12.212,5.5677,2,1491,381,509,0,352,86,121,0,964,255,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r3w,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,97.101,1257.6,8.4271,0,8.7517,6,1133,331,444,5,538,156,210,0,986,305,413,10,0,0,0,0,188,58,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r4c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.54,133.37,1480.9,5.1427,38.031,4.0618,7,2866,926,1168,45,277,99,127,4,519,162,179,11,0,0,0,0,0,0,0,0,0,0,0,0,360,110,132,6,0,0,0,0,0,0,0,0
4r4i,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.27,98.557,1402.2,7.4811,33.033,4.7375,5,3076,994,1093,50,272,97,107,4,420,126,124,8,0,0,0,0,0,0,0,0,91,29,32,2,239,72,77,4,0,0,0,0,0,0,0,0
4r4o,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.82,104.18,1313.6,4.1395,30.5,1.883,7,2719,865,1056,47,262,93,106,4,392,124,120,8,0,0,0,0,0,0,0,0,105,33,37,3,245,70,80,4,0,0,0,0,0,0,0,0
4r4t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.26,127.19,1418.1,5.8966,34.512,2.9414,7,2883,919,1138,45,274,98,126,4,416,129,141,8,0,0,0,0,0,0,0,0,110,34,40,3,243,72,87,4,0,0,0,0,0,0,0,0
4r59,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.96,60.311,1186,3.2962,7.7438,1.5157,5,1632,474,566,11,361,105,117,2,1485,402,489,10,0,0,0,0,0,0,0,0,360,100,112,2,0,0,0,0,0,0,0,0,0,0,0,0
4r5a,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,93.492,1374.3,7.1469,2.9171,5.2358,5,1619,439,467,13,392,104,109,3,1626,440,455,11,0,0,0,0,0,0,0,0,375,101,103,3,0,0,0,0,0,0,0,0,0,0,0,0
4r5b,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.73,67.154,1236.8,4.1342,1.512,3.3846,5,1579,430,496,7,371,102,109,2,1546,424,462,7,0,0,0,0,0,0,0,0,364,100,104,2,0,0,0,0,0,0,0,0,0,0,0,0
4r5t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1,111.62,1510.8,6.8731,43.911,6.6161,7,2569,677,924,43,659,169,234,12,653,172,238,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r73,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.64,102.25,1313.7,8.6295,0,13.098,3,1143,370,518,12,0,0,0,0,1608,517,721,17,0,0,0,0,176,63,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r74,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,98.441,1299.3,10.282,0,13.293,4,1127,364,516,6,0,0,0,0,1594,520,719,7,0,0,0,0,175,63,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r75,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.24,111.12,1407.7,10.665,0,15.934,5,1331,412,596,14,0,0,0,0,1764,539,786,15,0,0,0,0,164,54,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r76,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.85,91.324,1498.5,7.7788,14.854,8.0032,6,2680,727,1080,41,739,195,283,11,480,129,192,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ra1,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.94,103.26,1179.6,8.3007,0,9.6478,3,1124,255,418,13,0,0,0,0,1521,341,612,20,0,0,0,0,161,35,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rak,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.85,117.81,1924.6,2.3528,83.949,2.1765,6,4961,1063,1135,31,329,69,63,2,485,111,125,4,0,0,0,0,0,0,0,0,188,46,49,2,149,30,33,1,0,0,0,0,0,0,0,0
4rd0,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.62,162.83,1560.5,11.818,0,12.989,6,1245,371,567,3,613,180,265,0,1449,425,660,9,0,0,0,0,293,85,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rd3,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.47,157.12,1527.9,10.175,0,12.706,6,1240,370,544,3,617,180,252,0,1427,420,633,7,0,0,0,0,293,82,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rd6,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.28,165.78,1515.6,10.7,0,12.531,6,1167,347,615,0,603,177,294,0,1265,377,707,0,0,0,0,0,253,73,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rdn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.92,120.34,1287,7.2144,0,2.3307,3,1617,452,679,11,811,219,348,5,458,139,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4re2,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.98,101.53,1040.7,8.4099,0,7.9185,1,1477,412,527,9,385,109,135,2,689,184,246,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4re4,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.87,67.938,723.75,5.5645,3.8752,8.1693,1,1007,272,362,7,161,44,58,1,494,127,174,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rfc,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.24,50.2,989.85,3.1314,27.482,1.9184,10,1916,467,467,14,290,72,70,2,680,177,172,5,0,0,0,0,0,0,0,0,202,55,52,1,0,0,0,0,0,0,0,0,0,0,0,0
4rfd,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.05,50.737,918.38,3.0564,24.995,1.8567,6,1610,444,452,10,292,79,79,2,553,155,148,3,0,0,0,0,0,0,0,0,208,57,55,1,0,0,0,0,0,0,0,0,0,0,0,0
4rfm,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.05,115.7,1826.2,3.6629,85.686,2.0513,5,3307,843,1121,49,756,200,258,11,381,92,131,6,350,86,109,6,0,0,0,0,98,23,36,2,0,0,0,0,0,0,0,0,0,0,0,0
4rfr,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.54,115.7,1655.7,9.7985,42.859,7.9314,0,3052,805,905,14,0,0,0,0,1177,314,348,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rhx,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,176.22,1854,14.445,0,15.208,12,2182,554,1170,3,1029,254,550,0,1066,255,568,1,0,0,0,0,273,67,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4riu,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,76.912,1385.2,5.7853,8.3562,2.4192,5,2406,675,710,12,677,195,203,4,1229,336,365,6,0,0,0,0,0,0,0,0,207,60,57,1,0,0,0,0,0,0,0,0,0,0,0,0
4riv,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,56.611,790.11,3.4496,16.252,1.5076,0,1295,360,351,7,207,57,53,1,581,162,153,3,0,0,0,0,0,0,0,0,209,58,55,1,0,0,0,0,0,0,0,0,0,0,0,0
4rj8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.77,96.599,1456,3.7324,27.023,2.6916,5,3390,839,931,102,1017,249,274,30,136,33,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rlt,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.96,111.84,1531.4,6.0508,26.528,2.1479,1,2880,659,993,56,0,0,0,0,1034,245,374,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rlu,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.82,86.445,1378.8,2.7761,37.825,1.865,3,2713,645,904,53,0,0,0,0,692,160,229,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rlw,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.87,84.709,1431.6,3.2163,31.45,2.1995,3,2745,657,927,53,0,0,0,0,856,202,286,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rn4,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.94,100.88,1702.4,8.3259,12.283,4.1838,8,2398,641,955,15,1539,419,539,10,847,235,326,3,0,0,0,0,0,0,0,0,409,112,118,2,0,0,0,0,0,0,0,0,0,0,0,0
4rpn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.96,42.664,953.83,3.2522,37.007,1,0,1211,276,296,3,0,0,0,0,187,42,43,1,0,0,0,0,0,0,0,0,0,0,0,0,933,216,229,2,0,0,0,0,0,0,0,0
4rpo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.64,47.465,782.71,2.3511,40.409,1,0,1184,280,291,6,0,0,0,0,194,44,47,1,0,0,0,0,0,0,0,0,0,0,0,0,545,131,133,2,0,0,0,0,0,0,0,0
4rqk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.82,78.228,987.09,2.0876,42.597,0.50597,3,1893,474,636,0,214,56,75,0,184,47,67,0,0,0,0,0,0,0,0,0,362,94,124,0,113,30,35,0,0,0,0,0,0,0,0,0
4rqv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.05,80.735,1056.5,3.1091,67.366,0.97433,3,1946,497,657,0,200,58,74,0,186,48,66,0,0,0,0,0,0,0,0,0,346,92,127,0,125,31,41,0,0,0,0,0,0,0,0,0
4rr6,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,118.56,1763.2,6.0279,0,5.2911,6,2418,541,821,9,1228,277,435,7,940,207,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rra,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.87,99.7,1699,4.3116,3.1359,4.9279,6,2568,611,752,9,1227,300,371,6,892,206,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rrf,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.62,119.32,1646,5.2288,0,5.8804,6,2293,534,723,8,1182,272,392,5,857,201,268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rrg,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.81,92.432,1631.9,6.0341,1.7353,3.8993,6,2356,537,708,9,1151,263,367,5,835,187,245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rsk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.32,75.806,1015.9,6.4683,1.8685,4.9879,4,1043,296,420,15,269,71,101,4,939,273,390,11,0,0,0,0,98,29,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rux,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.92,56.721,851.73,2.3987,29.301,1.7648,4,1423,377,463,9,196,53,58,1,535,145,164,3,0,0,0,0,0,0,0,0,204,56,59,1,0,0,0,0,0,0,0,0,0,0,0,0
4ruy,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.89,57.862,833,2.3689,29.944,1.7445,4,1424,381,426,9,196,53,56,1,535,146,155,3,0,0,0,0,0,0,0,0,204,56,57,1,0,0,0,0,0,0,0,0,0,0,0,0
4ruz,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.64,55.208,797.87,2.3499,21.962,1.7545,3,1305,346,405,8,196,53,58,1,528,144,160,3,0,0,0,0,0,0,0,0,203,55,59,1,0,0,0,0,0,0,0,0,0,0,0,0
4rvr,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.87,75.533,1271.1,1.7775,32.174,1.0126,6,2238,477,961,20,137,32,58,1,461,97,203,3,0,0,0,0,0,0,0,0,121,24,50,1,0,0,0,0,0,0,0,0,0,0,0,0
4rwj,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,112.59,1933.9,2.3112,52.236,3.1492,9,3987,988,1219,21,743,188,241,2,514,122,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rww,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.85,195.97,2216.9,10.809,0,8.4452,2,2693,724,1274,10,1238,324,561,5,1676,459,784,5,0,0,0,0,285,79,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ryd,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.26,202.16,2756.7,11.098,23.982,9.4144,22,4162,1108,2361,55,1789,495,962,22,452,120,271,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4s1g,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.22,121.21,1770.9,4.2028,66.986,2.3963,7,3709,861,1653,24,652,152,285,6,290,64,133,2,108,26,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4sga,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.3,125.59,1497.1,6.2766,25.707,5.303,11,2672,758,1216,44,453,127,206,4,650,185,305,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4std,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.33,77.527,1416.4,1.7206,80.695,0.45546,4,3349,742,706,20,241,53,51,2,441,98,97,3,208,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,181,35,44,2,0,0,0,0
4tim,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,2.16,66.531,772.19,9.0544,0,5.8994,3,544,148,177,3,0,0,0,0,1173,319,390,7,0,0,0,0,164,46,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tjz,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.97,40.843,774.49,2.3738,34.941,2.6094,6,1581,400,629,20,0,0,0,0,314,79,121,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tkb,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.59,50.171,911.47,3.2392,49.395,2.6095,9,1881,489,801,23,0,0,0,0,321,82,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tkh,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.74,47.651,1038.2,2.5013,52.631,2.6058,10,2272,590,898,28,0,0,0,0,324,86,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tkj,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.04,62.476,1171.1,2.7064,59.045,2.72,12,2548,655,1053,31,0,0,0,0,319,85,123,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tln,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,3.72,45.403,598.08,7.1726,6.6209,5.0395,4,993,238,308,5,327,77,102,1,314,75,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tmk,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.7,253.79,2944.3,24.357,17.317,14.918,16,2916,899,1126,2,891,275,335,1,3187,1044,1354,2,0,0,0,0,693,230,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tmn,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,10.17,142.3,1989.1,13.342,54.348,8.7359,13,4005,1010,1459,10,528,132,187,2,1117,283,420,4,0,0,0,0,184,46,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tpw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.69,71.666,941.84,2.9429,38.41,0,6,1684,444,596,26,327,95,120,7,246,73,98,6,0,0,0,0,0,0,0,0,89,24,34,2,197,49,67,1,0,0,0,0,0,0,0,0
4tqn,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.11,85.84,1140.5,2.334,43.43,2.5447,6,2398,574,874,19,146,35,54,2,590,140,216,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4trc,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.52,66.805,596.51,3.387,0,2.8637,0,635,149,239,4,621,142,236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ts1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.94,80.771,986.55,7.1661,14.04,4.2613,2,1568,413,589,9,159,44,66,2,457,122,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4tt2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.66,70.012,1354.3,1.7722,20.199,1.2933,24,2165,544,786,3,859,222,309,0,670,171,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
