pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5tbm,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.31,3671,902,1038,115,195,44,51,5,770,197,239,23,574,142,168,21,0,0,0,0,184,49,60,5,0,0,0,0,0,0,0,0,0,0,0,0
5tcj,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.38,2738,622,675,3,219,53,61,0,113,26,27,0,177,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tcy,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.66,1791,581,575,0,182,55,58,0,603,192,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tef,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.4,1655,418,650,14,773,192,300,7,1577,394,568,7,0,0,0,0,300,76,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tfx,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.22,2000,526,709,14,515,139,171,3,692,190,215,4,0,0,0,0,0,0,0,0,204,55,59,1,0,0,0,0,0,0,0,0,0,0,0,0
5th4,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.85,913,242,251,5,192,54,52,1,183,50,49,1,0,0,0,0,0,0,0,0,189,51,51,1,0,0,0,0,0,0,0,0,0,0,0,0
5ti0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.21,1215,335,364,7,0,0,0,0,178,50,51,1,0,0,0,0,0,0,0,0,184,49,53,1,0,0,0,0,0,0,0,0,0,0,0,0
5tkj,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.15,3435,722,1252,0,1040,224,360,0,865,193,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tkk,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.28,4272,988,1547,0,1031,223,387,0,1003,237,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tln,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,6.37,2295,579,761,6,440,105,133,1,697,167,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tmn,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.04,3108,770,1239,6,498,127,201,2,990,257,424,2,0,0,0,0,166,41,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tmp,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.47,2955,914,1011,8,1458,444,482,5,2898,962,1086,5,0,0,0,0,629,222,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tp0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.44,1076,277,404,26,549,149,207,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tpx,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.55,2640,521,975,28,950,197,342,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tt3,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.71,1116,320,323,9,348,97,95,2,464,118,126,3,0,0,0,0,0,0,0,0,350,99,94,2,0,0,0,0,0,0,0,0,0,0,0,0
5ttw,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,2887,722,1414,88,601,144,295,21,458,110,249,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tuo,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.49,338,93,81,4,666,180,155,8,353,98,82,2,0,0,0,0,0,0,0,0,356,103,84,4,0,0,0,0,0,0,0,0,0,0,0,0
5tuz,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,2450,608,1023,20,604,160,266,5,393,83,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5twj,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.25,2219,573,778,11,872,223,321,2,700,186,238,4,0,0,0,0,0,0,0,0,147,38,47,1,0,0,0,0,0,0,0,0,0,0,0,0
5txy,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.46,1547,423,543,9,196,52,62,1,563,149,181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ty9,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.21,1913,519,704,11,201,54,64,1,908,245,317,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tya,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.48,1598,437,477,9,203,54,56,1,373,102,111,2,0,0,0,0,0,0,0,0,192,50,56,1,0,0,0,0,0,0,0,0,0,0,0,0
5u0d,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.54,1852,513,634,11,197,54,61,1,695,191,232,4,0,0,0,0,0,0,0,0,190,49,58,1,0,0,0,0,0,0,0,0,0,0,0,0
5u0e,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.11,1663,440,555,10,199,52,59,1,177,50,58,1,0,0,0,0,0,0,0,0,382,102,117,2,0,0,0,0,0,0,0,0,0,0,0,0
5u0f,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.47,1933,521,659,12,202,54,59,1,474,127,162,3,0,0,0,0,0,0,0,0,383,106,118,2,0,0,0,0,0,0,0,0,0,0,0,0
5u0g,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.58,1920,522,590,12,195,53,53,1,648,174,193,4,0,0,0,0,0,0,0,0,194,53,54,1,0,0,0,0,0,0,0,0,0,0,0,0
5u0w,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.24,931,276,407,23,789,234,330,18,139,39,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5u0y,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.08,1026,300,417,33,767,216,300,23,385,119,160,13,0,0,0,0,0,0,0,0,132,44,65,4,0,0,0,0,0,0,0,0,0,0,0,0
5u0z,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.19,1814,579,705,44,815,238,299,22,410,123,159,13,0,0,0,0,0,0,0,0,154,49,63,4,0,0,0,0,0,0,0,0,0,0,0,0
5u11,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.35,1214,377,469,35,935,278,353,27,292,86,107,9,0,0,0,0,0,0,0,0,146,49,63,4,0,0,0,0,0,0,0,0,0,0,0,0
5u12,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.07,1651,534,619,49,787,244,279,25,159,48,54,6,128,41,53,3,0,0,0,0,143,48,56,4,0,0,0,0,0,0,0,0,0,0,0,0
5u13,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.41,1958,612,768,66,834,240,314,25,401,124,153,13,0,0,0,0,0,0,0,0,146,49,65,4,0,0,0,0,0,0,0,0,0,0,0,0
5u14,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.34,1980,624,842,59,946,279,372,28,416,131,169,14,0,0,0,0,0,0,0,0,270,89,126,8,0,0,0,0,0,0,0,0,0,0,0,0
5u28,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.17,2401,526,920,49,123,26,48,2,582,125,221,13,0,0,0,0,0,0,0,0,169,37,60,4,0,0,0,0,0,0,0,0,0,0,0,0
5u49,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.14,2160,493,666,16,0,0,0,0,398,89,122,4,0,0,0,0,0,0,0,0,0,0,0,0,153,36,52,1,0,0,0,0,0,0,0,0
5u4b,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.74,2210,511,799,22,0,0,0,0,387,85,135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5u4d,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.33,2307,543,896,21,0,0,0,0,389,94,144,4,0,0,0,0,0,0,0,0,0,0,0,0,164,39,65,1,0,0,0,0,0,0,0,0
5u6j,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.64,3829,1107,1676,118,474,145,216,13,641,189,279,18,0,0,0,0,0,0,0,0,104,29,44,3,0,0,0,0,0,0,0,0,0,0,0,0
5u8c,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.53,2945,825,1256,8,513,145,226,2,742,216,330,2,0,0,0,0,150,42,65,0,0,0,0,0,0,0,0,0,163,49,74,0,0,0,0,0
5uc4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.46,3081,784,1338,19,162,43,74,1,535,131,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ucj,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.36,2922,728,1238,19,335,80,128,2,520,121,191,3,83,23,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ueu,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.78,2646,576,1050,48,658,151,260,11,223,52,93,4,0,0,0,0,0,0,0,0,154,31,57,3,76,17,29,2,0,0,0,0,0,0,0,0
5uez,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.01,2283,505,1091,43,343,78,152,6,433,99,200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uf0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.8,1681,374,808,31,473,107,224,8,170,38,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ufc,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.16,2366,557,1084,45,133,25,57,2,1717,422,782,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uff,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.24,2131,538,838,42,0,0,0,0,1727,431,673,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ufp,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.37,3663,896,1062,114,196,45,53,5,773,195,244,22,916,238,287,30,0,0,0,0,185,50,63,5,0,0,0,0,0,0,0,0,0,0,0,0
5ufr,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,4852,1117,1106,128,832,193,194,22,162,42,40,4,0,0,0,0,0,0,0,0,0,0,0,0,190,40,42,5,0,0,0,0,0,0,0,0
5ufs,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.49,4868,1078,1134,165,0,0,0,0,1177,244,268,37,207,47,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uk8,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,3521,922,971,87,660,167,186,16,408,108,110,10,0,0,0,0,0,0,0,0,131,36,40,3,0,0,0,0,0,0,0,0,0,0,0,0
5ula,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.11,2053,447,950,25,222,50,102,3,259,56,116,2,0,0,0,0,0,0,0,0,0,0,0,0,131,26,59,3,0,0,0,0,0,0,0,0
5uln,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.85,1844,461,619,13,464,124,156,3,390,106,106,2,81,15,28,1,0,0,0,0,335,93,105,2,0,0,0,0,0,0,0,0,0,0,0,0
5ulp,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.61,2927,857,1465,55,1005,291,465,24,697,209,337,13,76,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ult,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.85,4676,1307,1722,5,361,104,142,0,1263,348,479,0,0,0,0,0,0,0,0,0,174,47,72,0,0,0,0,0,0,0,0,0,0,0,0,0
5umx,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,2471,695,851,15,557,150,195,3,854,225,276,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5umy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.97,4122,1143,1240,21,167,44,50,1,1103,294,330,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uoo,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.85,3234,707,1097,68,558,119,189,12,334,73,111,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uov,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.6,5788,1602,2209,6,636,174,256,0,1005,266,388,1,0,0,0,0,0,0,0,0,322,86,130,0,0,0,0,0,0,0,0,0,0,0,0,0
5upe,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.05,4246,1214,1626,0,554,159,210,0,379,107,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5upf,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,4422,1237,1792,0,575,161,230,0,515,146,193,0,163,49,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5upj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.12,3278,920,1332,9,0,0,0,0,517,144,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5upz,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.2,5526,1526,2277,5,632,175,270,0,1097,294,460,0,0,0,0,0,0,0,0,0,184,48,76,0,0,0,0,0,0,0,0,0,0,0,0,0
5ut6,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.24,2253,543,919,6,1122,264,449,2,144,42,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uv2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.4,1487,367,609,16,0,0,0,0,976,214,444,0,133,32,57,1,281,62,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uxf,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.06,2811,645,1363,7,1362,324,650,5,1679,378,793,7,0,0,0,0,281,60,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5v0n,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.17,5566,1521,2595,0,795,217,379,0,780,215,376,0,0,0,0,0,0,0,0,0,123,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0
5v79,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.41,1944,611,709,59,967,284,342,29,299,87,103,11,0,0,0,0,0,0,0,0,145,48,59,4,0,0,0,0,0,0,0,0,0,0,0,0
5v7a,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.38,1292,392,479,36,858,251,304,23,409,128,153,13,0,0,0,0,0,0,0,0,150,50,61,4,0,0,0,0,0,0,0,0,0,0,0,0
5v82,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.15,3607,869,1383,0,1232,300,466,0,0,0,0,0,294,75,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5var,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.09,1364,335,586,0,92,20,38,0,87,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vb5,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.46,5893,1277,1338,159,603,134,139,16,593,126,138,14,0,0,0,0,0,0,0,0,0,0,0,0,175,39,41,5,0,0,0,0,0,0,0,0
5vb6,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.37,5887,1324,1531,156,770,176,210,18,395,91,97,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vb7,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.72,5544,1203,1327,141,561,125,147,12,383,82,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vc3,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.11,3537,923,1405,21,666,174,258,4,395,108,161,3,0,0,0,0,0,0,0,0,0,0,0,0,310,80,122,2,0,0,0,0,0,0,0,0
5vc4,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.36,3605,891,1330,21,664,166,243,4,416,102,150,3,0,0,0,0,0,0,0,0,0,0,0,0,323,76,104,2,0,0,0,0,0,0,0,0
5vcv,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.82,2950,763,1093,21,908,238,351,6,227,58,86,1,0,0,0,0,0,0,0,0,168,46,61,1,166,41,66,2,0,0,0,0,0,0,0,0
5vcw,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.96,3519,919,1055,21,740,204,218,5,260,70,83,2,160,38,41,1,0,0,0,0,0,0,0,0,177,40,48,1,0,0,0,0,0,0,0,0
5vcy,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.57,3668,961,1563,23,673,182,283,5,432,111,180,3,0,0,0,0,0,0,0,0,0,0,0,0,329,86,126,2,0,0,0,0,0,0,0,0
5vcz,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.35,3667,956,1539,23,670,181,273,5,423,111,174,3,0,0,0,0,0,0,0,0,0,0,0,0,339,82,130,2,0,0,0,0,0,0,0,0
5vd0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.49,3918,1049,1300,23,1239,328,392,7,312,82,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vd1,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3504,919,1356,21,1116,310,443,7,167,46,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vd2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.1,2932,706,987,20,841,206,286,5,146,36,48,0,568,131,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vd3,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.55,3713,1006,1514,25,657,180,269,4,769,199,303,5,0,0,0,0,0,0,0,0,0,0,0,0,162,45,64,1,0,0,0,0,0,0,0,0
5vgy,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.18,1930,509,646,12,397,107,120,2,650,174,218,4,0,0,0,0,0,0,0,0,193,51,57,1,0,0,0,0,0,0,0,0,0,0,0,0
5vi6,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.52,3001,729,1266,69,357,84,150,10,802,209,319,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vih,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.49,2363,603,849,5,546,138,193,1,613,167,217,2,158,43,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vij,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.61,2272,585,898,5,528,139,210,1,603,163,237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,43,57,0,0,0,0,0
5vja,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.59,2094,515,873,14,814,197,322,5,279,68,116,2,0,0,0,0,0,0,0,0,149,36,61,1,122,29,49,1,0,0,0,0,0,0,0,0
5vkc,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.74,6044,1505,1755,60,598,160,185,5,610,148,200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vl2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.42,1800,518,602,24,304,91,104,4,149,43,50,2,0,0,0,0,0,0,0,0,0,0,0,0,343,104,105,4,0,0,0,0,0,0,0,0
5vm0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.8,1879,494,650,35,320,90,114,6,154,42,53,3,0,0,0,0,0,0,0,0,0,0,0,0,354,97,109,5,0,0,0,0,0,0,0,0
5vo1,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.15,2600,662,933,29,726,181,252,9,56,14,26,0,510,128,172,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5voj,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.44,3620,1052,1644,0,637,193,288,0,909,266,431,0,0,0,0,0,0,0,0,0,126,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0
5vp9,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.99,3738,1095,1327,0,636,189,231,0,869,259,331,0,0,0,0,0,0,0,0,0,230,68,82,0,0,0,0,0,0,0,0,0,0,0,0,0
5vr8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.87,1958,561,760,27,248,78,87,4,2222,638,898,32,0,0,0,0,300,82,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vsf,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.03,2687,672,1161,22,606,166,278,5,292,57,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vsj,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.02,2493,648,877,1,189,51,62,0,1952,506,697,2,0,0,0,0,143,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vyy,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.21,3419,823,1355,20,310,76,135,2,646,166,256,4,0,0,0,0,0,0,0,0,0,0,0,0,185,46,66,1,0,0,0,0,0,0,0,0
5w1e,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.24,1339,361,405,0,0,0,0,0,519,139,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5w44,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.44,2491,627,1066,35,488,128,199,6,481,120,189,6,0,0,0,0,0,0,0,0,0,0,0,0,225,65,94,5,0,0,0,0,0,0,0,0
